"id","playerstats_id","first","last","num","pos","import_status","height","weight","birthdate","birthplace","college","yrsteam","yrsleague","ros_status","created_at","season","season_type","games","touchdowns","points","two_point_points","total_singles","punt_singles","field_goal_singles","kickoff_singles","fumbles","fumbles_lost","fumble_return_yards","fumble_touchdowns"
91,"15850","Henry","Burris","1","1","1","6.01","190","1975-06-04","Spiro, OK","Temple","1","15","3","NULL",14,"reg",5,1,8,1,0,0,0,0,"3","NULL","NULL","NULL"
99,"114242","Sandro","DeAngelis","12","16","0","5.08","195","1981-05-01","Niagara Falls, ON","Nebraska","1","9","3","NULL",9,"reg",12,0,79,0,2,0,2,0,"NULL","NULL","NULL","NULL"
109,"151364","Tristan","Black","51","13","0","6.02","221","1984-04-08","Toronto, ON","Wayne State","2","6","19","NULL",9,"post",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
109,"151364","Tristan","Black","51","13","0","6.02","221","1984-04-08","Toronto, ON","Wayne State","2","6","19","NULL",9,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
109,"151364","Tristan","Black","51","13","0","6.02","221","1984-04-08","Toronto, ON","Wayne State","2","6","19","NULL",9,"reg",10,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
109,"151364","Tristan","Black","51","13","0","6.02","221","1984-04-08","Toronto, ON","Wayne State","2","6","19","NULL",13,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
109,"151364","Tristan","Black","51","13","0","6.02","221","1984-04-08","Toronto, ON","Wayne State","2","6","19","NULL",13,"reg",7,0,0,0,0,0,0,0,"NULL","NULL","11","NULL"
127,"160137","Lindsey","Witten","79","21","1","6.05","250","1988-04-28","Cleveland, OH","Connecticut","1","1","NULL","NULL",9,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
209,"57397","Geroy","Simon","81","5","1","6.00","198","1975-09-11","Johnstown, PA","Maryland","2","16","15","NULL",9,"post",3,2,12,0,0,0,0,0,"NULL","NULL","NULL","NULL"
209,"57397","Geroy","Simon","81","5","1","6.00","198","1975-09-11","Johnstown, PA","Maryland","2","16","15","NULL",9,"reg",15,3,18,0,0,0,0,0,"1","1","NULL","NULL"
269,"63531","Kevin","Glenn","5","1","1","5.10","203","1979-06-12","Detroit, MI","Illinois State","4","14","3","NULL",9,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
269,"63531","Kevin","Glenn","5","1","1","5.10","203","1979-06-12","Detroit, MI","Illinois State","4","14","3","NULL",9,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
269,"63531","Kevin","Glenn","5","1","1","5.10","203","1979-06-12","Detroit, MI","Illinois State","4","14","3","NULL",9,"reg",14,0,0,0,0,0,0,0,"4","2","NULL","NULL"
269,"63531","Kevin","Glenn","5","1","1","5.10","203","1979-06-12","Detroit, MI","Illinois State","4","14","3","NULL",13,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
269,"63531","Kevin","Glenn","5","1","1","5.10","203","1979-06-12","Detroit, MI","Illinois State","4","14","3","NULL",13,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
269,"63531","Kevin","Glenn","5","1","1","5.10","203","1979-06-12","Detroit, MI","Illinois State","4","14","3","NULL",13,"reg",17,1,6,0,0,0,0,0,"3","1","NULL","NULL"
269,"63531","Kevin","Glenn","5","1","1","5.10","203","1979-06-12","Detroit, MI","Illinois State","4","14","3","NULL",14,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
269,"63531","Kevin","Glenn","5","1","1","5.10","203","1979-06-12","Detroit, MI","Illinois State","4","14","3","NULL",14,"reg",5,0,0,0,0,0,0,0,"1","NULL","NULL","NULL"
343,"75613","Anwar","Stewart","0","21","1","6.04","255","1976-02-09","Panama, FL","Kentucky","11","13","15","NULL",9,"reg",3,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
349,"76155","Jeff","Johnson","33","2","0","5.10","216","1977-02-28","Toronto, ON","York","12","14","15","NULL",9,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
349,"76155","Jeff","Johnson","33","2","0","5.10","216","1977-02-28","Toronto, ON","York","12","14","15","NULL",9,"reg",4,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
381,"153762","Stanley","Bryant","66","9","1","6.05","311","1986-05-07","Goldsboro, NC","East Carolina","1","6","3","NULL",9,"reg",3,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
381,"153762","Stanley","Bryant","66","9","1","6.05","311","1986-05-07","Goldsboro, NC","East Carolina","1","6","3","NULL",13,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
383,"80458","Ricky","Ray","15","1","1","6.03","214","1979-10-22","Happy Camp, CA","Sacramento State","4","13","9","NULL",9,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
383,"80458","Ricky","Ray","15","1","1","6.03","214","1979-10-22","Happy Camp, CA","Sacramento State","4","13","9","NULL",9,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
383,"80458","Ricky","Ray","15","1","1","6.03","214","1979-10-22","Happy Camp, CA","Sacramento State","4","13","9","NULL",9,"reg",10,2,12,0,0,0,0,0,"3","1","NULL","NULL"
383,"80458","Ricky","Ray","15","1","1","6.03","214","1979-10-22","Happy Camp, CA","Sacramento State","4","13","9","NULL",13,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
383,"80458","Ricky","Ray","15","1","1","6.03","214","1979-10-22","Happy Camp, CA","Sacramento State","4","13","9","NULL",13,"reg",17,1,6,0,0,0,0,0,"5","4","NULL","NULL"
395,"158170","Akeem","Foster","88","4","0","6.04","222","1987-03-20","Ajax, ON","St. Francis Xavier","2","6","3","NULL",9,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
395,"158170","Akeem","Foster","88","4","0","6.04","222","1987-03-20","Ajax, ON","St. Francis Xavier","2","6","3","NULL",9,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
395,"158170","Akeem","Foster","88","4","0","6.04","222","1987-03-20","Ajax, ON","St. Francis Xavier","2","6","3","NULL",9,"reg",3,0,0,0,0,0,0,0,"1","1","NULL","NULL"
395,"158170","Akeem","Foster","88","4","0","6.04","222","1987-03-20","Ajax, ON","St. Francis Xavier","2","6","3","NULL",13,"reg",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
401,"81855","Randy","Chevrier","56","20","0","6.02","251","1976-06-06","Montreal, QC","McGill","11","13","3","NULL",9,"reg",7,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
401,"81855","Randy","Chevrier","56","20","0","6.02","251","1976-06-06","Montreal, QC","McGill","11","13","3","NULL",13,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
401,"81855","Randy","Chevrier","56","20","0","6.02","251","1976-06-06","Montreal, QC","McGill","11","13","3","NULL",14,"reg",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
427,"158145","Cory","Greenwood","27","13","0","6.02","237","1985-06-05","Kingston, ON","Concordia","2","2","3","NULL",13,"reg",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
427,"158145","Cory","Greenwood","27","13","0","6.02","237","1985-06-05","Kingston, ON","Concordia","2","2","3","NULL",14,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
427,"158145","Cory","Greenwood","27","13","0","6.02","237","1985-06-05","Kingston, ON","Concordia","2","2","3","NULL",14,"reg",4,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
485,"92334","Chris","Cvetkovic","50","20","0","6.02","241","1977-06-28","Hamilton, ON","Concordia","11","12","3","NULL",9,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
501,"92896","Burke","Dales","30","17","0","6.03","225","1977-02-16","Collingwood, ON","Concordia","1","9","NULL","NULL",9,"post",1,0,2,0,2,2,0,0,"1","NULL","NULL","NULL"
501,"92896","Burke","Dales","30","17","0","6.03","225","1977-02-16","Collingwood, ON","Concordia","1","9","NULL","NULL",9,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
571,"99326","Jamel","Richardson","14","4","1","6.03","215","1982-01-22","Syracuse, NY","Victor Valley College","5","11","3","NULL",9,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
571,"99326","Jamel","Richardson","14","4","1","6.03","215","1982-01-22","Syracuse, NY","Victor Valley College","5","11","3","NULL",9,"reg",5,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
571,"99326","Jamel","Richardson","14","4","1","6.03","215","1982-01-22","Syracuse, NY","Victor Valley College","5","11","3","NULL",14,"pre",1,0,0,0,0,0,0,0,"1","NULL","NULL","NULL"
571,"99326","Jamel","Richardson","14","4","1","6.03","215","1982-01-22","Syracuse, NY","Victor Valley College","5","11","3","NULL",14,"reg",5,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
603,"102669","Paris","Jackson","19","4","0","6.03","215","1980-07-24","Vancouver, BC","Utah","2","13","3","NULL",9,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
603,"102669","Paris","Jackson","19","4","0","6.03","215","1980-07-24","Vancouver, BC","Utah","2","13","3","NULL",9,"reg",7,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
603,"102669","Paris","Jackson","19","4","0","6.03","215","1980-07-24","Vancouver, BC","Utah","2","13","3","NULL",13,"post",1,1,6,0,0,0,0,0,"NULL","NULL","NULL","NULL"
603,"102669","Paris","Jackson","19","4","0","6.03","215","1980-07-24","Vancouver, BC","Utah","2","13","3","NULL",13,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
603,"102669","Paris","Jackson","19","4","0","6.03","215","1980-07-24","Vancouver, BC","Utah","2","13","3","NULL",13,"reg",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
603,"102669","Paris","Jackson","19","4","0","6.03","215","1980-07-24","Vancouver, BC","Utah","2","13","3","NULL",13,"reg",3,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
617,"102682","Patrick","Kabongo","68","7","0","6.06","360","1979-06-27","Kinshasa, Zaire","Nebraska","3","11","4","NULL",9,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
619,"102686","Mike","McCullough","45","13","0","6.02","222","1980-03-17","Kingston, ON","St. Francis Xavier","12","12","15","NULL",9,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
619,"102686","Mike","McCullough","45","13","0","6.02","222","1980-03-17","Kingston, ON","St. Francis Xavier","12","12","15","NULL",9,"reg",9,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
631,"102699","Marc","Parenteau","57","9","0","6.05","302","1980-12-04","Sherbrooke, QC","Boston College","3","9","15","NULL",9,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
639,"102713","Dave","Stala","88","4","0","6.02","198","1979-10-25","Myslenice, Poland","Saint Mary's","1","13","3","NULL",9,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
639,"102713","Dave","Stala","88","4","0","6.02","198","1979-10-25","Myslenice, Poland","Saint Mary's","1","13","3","NULL",9,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
639,"102713","Dave","Stala","88","4","0","6.02","198","1979-10-25","Myslenice, Poland","Saint Mary's","1","13","3","NULL",9,"reg",8,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
639,"102713","Dave","Stala","88","4","0","6.02","198","1979-10-25","Myslenice, Poland","Saint Mary's","1","13","3","NULL",13,"reg",7,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
639,"102713","Dave","Stala","88","4","0","6.02","198","1979-10-25","Myslenice, Poland","Saint Mary's","1","13","3","NULL",14,"reg",1,0,2,0,2,1,1,0,"NULL","NULL","NULL","NULL"
667,"106880","Korey","Banks","24","11","1","5.11","199","1979-08-15","Boynton Beach, FL","Mississippi State","1","11","7","NULL",9,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
667,"106880","Korey","Banks","24","11","1","5.11","199","1979-08-15","Boynton Beach, FL","Mississippi State","1","11","7","NULL",9,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","2","NULL"
667,"106880","Korey","Banks","24","11","1","5.11","199","1979-08-15","Boynton Beach, FL","Mississippi State","1","11","7","NULL",9,"reg",17,0,0,0,0,0,0,0,"NULL","NULL","6","NULL"
691,"108484","Kyries","Hebert","34","13","1","6.03","222","1980-10-09","Eunice, LA","Louisiana-Lafayette","2","7","9","NULL",9,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
691,"108484","Kyries","Hebert","34","13","1","6.03","222","1980-10-09","Eunice, LA","Louisiana-Lafayette","2","7","9","NULL",9,"reg",14,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
691,"108484","Kyries","Hebert","34","13","1","6.03","222","1980-10-09","Eunice, LA","Louisiana-Lafayette","2","7","9","NULL",13,"post",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
691,"108484","Kyries","Hebert","34","13","1","6.03","222","1980-10-09","Eunice, LA","Louisiana-Lafayette","2","7","9","NULL",13,"reg",15,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
691,"108484","Kyries","Hebert","34","13","1","6.03","222","1980-10-09","Eunice, LA","Louisiana-Lafayette","2","7","9","NULL",14,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
695,"109076","Dante","Marsh","31","10","1","5.10","190","1979-02-26","Oakland, CA","Fresno State","11","11","4","NULL",9,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
695,"109076","Dante","Marsh","31","10","1","5.10","190","1979-02-26","Oakland, CA","Fresno State","11","11","4","NULL",9,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
695,"109076","Dante","Marsh","31","10","1","5.10","190","1979-02-26","Oakland, CA","Fresno State","11","11","4","NULL",9,"reg",18,1,6,0,0,0,0,0,"NULL","NULL","2","NULL"
695,"109076","Dante","Marsh","31","10","1","5.10","190","1979-02-26","Oakland, CA","Fresno State","11","11","4","NULL",13,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
695,"109076","Dante","Marsh","31","10","1","5.10","190","1979-02-26","Oakland, CA","Fresno State","11","11","4","NULL",13,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
695,"109076","Dante","Marsh","31","10","1","5.10","190","1979-02-26","Oakland, CA","Fresno State","11","11","4","NULL",13,"reg",12,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
735,"111227","Marwan","Hage","NULL","9","0","6.02","291","1981-09-14","Beirut, Lebanon","Colorado","10","10","4","NULL",9,"post",1,0,0,0,0,0,0,0,"1","1","NULL","NULL"
735,"111227","Marwan","Hage","NULL","9","0","6.02","291","1981-09-14","Beirut, Lebanon","Colorado","10","10","4","NULL",9,"reg",1,0,0,0,0,0,0,0,"1","1","NULL","NULL"
741,"111243","Walter","Spencer","46","13","0","5.10","217","1978-11-11","Detroit, MI","Indianapolis","6","9","NULL","NULL",9,"reg",4,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
755,"111261","Chad","Rempel","46","20","0","6.03","225","1981-05-23","Sherwood Park, AB","Saskatchewan","1","10","NULL","2009-06-07 10:55:18",9,"reg",7,0,0,0,0,0,0,0,"NULL","NULL","2","NULL"
755,"111261","Chad","Rempel","46","20","0","6.03","225","1981-05-23","Sherwood Park, AB","Saskatchewan","1","10","NULL","2009-06-07 10:55:18",13,"reg",3,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
755,"111261","Chad","Rempel","46","20","0","6.03","225","1981-05-23","Sherwood Park, AB","Saskatchewan","1","10","NULL","2009-06-07 10:55:18",14,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
767,"111331","Neal","Hughes","32","3","0","5.10","208","1980-07-02","Regina, SK","Regina","11","11","15","NULL",9,"post",3,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
767,"111331","Neal","Hughes","32","3","0","5.10","208","1980-07-02","Regina, SK","Regina","11","11","15","NULL",9,"reg",10,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
767,"111331","Neal","Hughes","32","3","0","5.10","208","1980-07-02","Regina, SK","Regina","11","11","15","NULL",13,"reg",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
771,"157479","Joey","Elliott","0","1","1","6.03","209","1986-08-02","Franklin, IN","Purdue","1","5","NULL","NULL",9,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
771,"157479","Joey","Elliott","0","1","1","6.03","209","1986-08-02","Franklin, IN","Purdue","1","5","NULL","NULL",9,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
773,"111798","Nik","Lewis","8","5","1","5.10","240","1982-06-03","Jacksboro, TX","Southern Arkansas","1","12","3","NULL",9,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
773,"111798","Nik","Lewis","8","5","1","5.10","240","1982-06-03","Jacksboro, TX","Southern Arkansas","1","12","3","NULL",9,"reg",7,3,18,0,0,0,0,0,"1","1","NULL","NULL"
773,"111798","Nik","Lewis","8","5","1","5.10","240","1982-06-03","Jacksboro, TX","Southern Arkansas","1","12","3","NULL",13,"post",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
773,"111798","Nik","Lewis","8","5","1","5.10","240","1982-06-03","Jacksboro, TX","Southern Arkansas","1","12","3","NULL",13,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
773,"111798","Nik","Lewis","8","5","1","5.10","240","1982-06-03","Jacksboro, TX","Southern Arkansas","1","12","3","NULL",13,"reg",12,0,0,0,0,0,0,0,"1","NULL","NULL","NULL"
773,"111798","Nik","Lewis","8","5","1","5.10","240","1982-06-03","Jacksboro, TX","Southern Arkansas","1","12","3","NULL",14,"reg",4,1,6,0,0,0,0,0,"NULL","NULL","NULL","NULL"
787,"152944","Kyle","Jones","NULL","13","0","6.02","209","1986-06-20","Mississauga, ON","Bishop's","1","6","NULL","NULL",9,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
787,"152944","Kyle","Jones","NULL","13","0","6.02","209","1986-06-20","Mississauga, ON","Bishop's","1","6","NULL","NULL",9,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
787,"152944","Kyle","Jones","NULL","13","0","6.02","209","1986-06-20","Mississauga, ON","Bishop's","1","6","NULL","NULL",9,"reg",11,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
787,"152944","Kyle","Jones","NULL","13","0","6.02","209","1986-06-20","Mississauga, ON","Bishop's","1","6","NULL","NULL",13,"reg",3,0,0,0,0,0,0,0,"1","NULL","NULL","NULL"
805,"158176","Ryan","Bomben","64","9","0","6.04","305","1987-05-16","Burlington, ON","Guelph","4","4","3","NULL",9,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
805,"158176","Ryan","Bomben","64","9","0","6.04","305","1987-05-16","Burlington, ON","Guelph","4","4","3","NULL",13,"reg",4,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
805,"158176","Ryan","Bomben","64","9","0","6.04","305","1987-05-16","Burlington, ON","Guelph","4","4","3","NULL",14,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
851,"148766","Odell","Willis","41","14","1","6.02","255","1984-12-28","Meridian, MS","West Georgia","3","7","3","NULL",9,"reg",14,0,0,0,0,0,0,0,"NULL","NULL","8","NULL"
851,"148766","Odell","Willis","41","14","1","6.02","255","1984-12-28","Meridian, MS","West Georgia","3","7","3","NULL",13,"post",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
851,"148766","Odell","Willis","41","14","1","6.02","255","1984-12-28","Meridian, MS","West Georgia","3","7","3","NULL",13,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
851,"148766","Odell","Willis","41","14","1","6.02","255","1984-12-28","Meridian, MS","West Georgia","3","7","3","NULL",13,"reg",15,1,6,0,0,0,0,0,"NULL","NULL","NULL","NULL"
851,"148766","Odell","Willis","41","14","1","6.02","255","1984-12-28","Meridian, MS","West Georgia","3","7","3","NULL",14,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
851,"148766","Odell","Willis","41","14","1","6.02","255","1984-12-28","Meridian, MS","West Georgia","3","7","3","NULL",14,"reg",4,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
873,"158159","Curtis","Dublanko","33","13","0","6.00","220","1988-02-12","Thorsby, AB","North Dakota","2","5","3","NULL",9,"reg",3,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
873,"158159","Curtis","Dublanko","33","13","0","6.00","220","1988-02-12","Thorsby, AB","North Dakota","2","5","3","NULL",13,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
875,"125943","Brian","Ramsay","63","9","0","6.08","312","1980-02-24","Victoria, BC","New Mexico","5","9","6","NULL",13,"reg",1,0,0,0,0,0,0,0,"1","1","NULL","NULL"
881,"117733","Tim","O'Neill","55","9","0","6.03","305","1979-10-17","Victoria, BC","Calgary","3","8","3","NULL",9,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
881,"117733","Tim","O'Neill","55","9","0","6.03","305","1979-10-17","Victoria, BC","Calgary","3","8","3","NULL",13,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
881,"117733","Tim","O'Neill","55","9","0","6.03","305","1979-10-17","Victoria, BC","Calgary","3","8","3","NULL",13,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
923,"117894","Chris","Wilson","95","14","1","6.04","240","1982-07-10","Flint, Michigan","Northwood College","4","4","NULL","2008-04-18 11:42:19",9,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
923,"117894","Chris","Wilson","95","14","1","6.04","240","1982-07-10","Flint, Michigan","Northwood College","4","4","NULL","2008-04-18 11:42:19",9,"reg",5,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
923,"117894","Chris","Wilson","95","14","1","6.04","240","1982-07-10","Flint, Michigan","Northwood College","4","4","NULL","2008-04-18 11:42:19",13,"reg",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
931,"118002","Ryan","Phillips","21","11","1","5.10","195","1982-11-15","Seattle, WA","Eastern Washington","11","11","6","NULL",9,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
931,"118002","Ryan","Phillips","21","11","1","5.10","195","1982-11-15","Seattle, WA","Eastern Washington","11","11","6","NULL",9,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
931,"118002","Ryan","Phillips","21","11","1","5.10","195","1982-11-15","Seattle, WA","Eastern Washington","11","11","6","NULL",9,"reg",17,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
931,"118002","Ryan","Phillips","21","11","1","5.10","195","1982-11-15","Seattle, WA","Eastern Washington","11","11","6","NULL",13,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
931,"118002","Ryan","Phillips","21","11","1","5.10","195","1982-11-15","Seattle, WA","Eastern Washington","11","11","6","NULL",13,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
931,"118002","Ryan","Phillips","21","11","1","5.10","195","1982-11-15","Seattle, WA","Eastern Washington","11","11","6","NULL",13,"reg",17,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
931,"118002","Ryan","Phillips","21","11","1","5.10","195","1982-11-15","Seattle, WA","Eastern Washington","11","11","6","NULL",14,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
931,"118002","Ryan","Phillips","21","11","1","5.10","195","1982-11-15","Seattle, WA","Eastern Washington","11","11","6","NULL",14,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
991,"111213","Wayne","Smith","52","9","0","6.02","302","1979-11-17","Etobicoke, ON","Appalachian State","4","11","3","NULL",9,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
1057,"114936","Jamall","Johnson","28","13","1","6.01","222","1982-10-12","Norco, LA","Northwestern State","5","10","4","NULL",9,"post",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL"
