"id","playerstats_id","first","last","num","pos","import_status","height","weight","birthdate","birthplace","college","yrsteam","yrsleague","ros_status","created_at","season","season_type","games","touchdowns","points","two_point_points","total_singles","punt_singles","field_goal_singles","kickoff_singles","fumbles","fumbles_lost","fumble_return_yards","fumble_touchdowns","sked_id","week_name","week_short","week_id","game_num","game_date","date_tbd","time_tbd","game_status","away_team","away_initial","away_score1","away_score2","away_score3","away_score4","away_scoreOT","away_id","home_team","home_initial","home_score1","home_score2","home_score3","home_score4","home_scoreOT","home_id","attendance","sold_out","is_visible","culture"
91,"15850","Henry","Burris","1","1","1","6.01","190","1975-06-04","Spiro, OK","Temple","1","15","3","NULL",9,"reg",18,0,0,0,0,0,0,0,"6","3","NULL","NULL",50,"Week 9","09",13,"46","2005-08-20 21:00:00",0,0,"Final","Toronto","tor","0","7","14","1","0",7,"Edmonton","edm","0","1","3","14","0",3,"38927",0,1,"en"
91,"15850","Henry","Burris","1","1","1","6.01","190","1975-06-04","Spiro, OK","Temple","1","15","3","NULL",13,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",50,"Week 9","09",13,"46","2005-08-20 21:00:00",0,0,"Final","Toronto","tor","0","7","14","1","0",7,"Edmonton","edm","0","1","3","14","0",3,"38927",0,1,"en"
91,"15850","Henry","Burris","1","1","1","6.01","190","1975-06-04","Spiro, OK","Temple","1","15","3","NULL",13,"reg",18,2,12,0,0,0,0,0,"6","2","NULL","NULL",50,"Week 9","09",13,"46","2005-08-20 21:00:00",0,0,"Final","Toronto","tor","0","7","14","1","0",7,"Edmonton","edm","0","1","3","14","0",3,"38927",0,1,"en"
91,"15850","Henry","Burris","1","1","1","6.01","190","1975-06-04","Spiro, OK","Temple","1","15","3","NULL",14,"pre",2,0,0,0,0,0,0,0,"1","NULL","NULL","NULL",50,"Week 9","09",13,"46","2005-08-20 21:00:00",0,0,"Final","Toronto","tor","0","7","14","1","0",7,"Edmonton","edm","0","1","3","14","0",3,"38927",0,1,"en"
91,"15850","Henry","Burris","1","1","1","6.01","190","1975-06-04","Spiro, OK","Temple","1","15","3","NULL",14,"reg",5,1,8,1,0,0,0,0,"3","NULL","NULL","NULL",50,"Week 9","09",13,"46","2005-08-20 21:00:00",0,0,"Final","Toronto","tor","0","7","14","1","0",7,"Edmonton","edm","0","1","3","14","0",3,"38927",0,1,"en"
99,"114242","Sandro","DeAngelis","12","16","0","5.08","195","1981-05-01","Niagara Falls, ON","Nebraska","1","9","3","NULL",9,"reg",12,0,79,0,2,0,2,0,"NULL","NULL","NULL","NULL",14,"Week 10","10",14,"50","2005-08-27 17:00:00",0,0,"Final","BC","bc","2","1","2","14","0",1,"Saskatchewan","ssk","0","8","7","0","0",4,"24899",0,1,"en"
109,"151364","Tristan","Black","51","13","0","6.02","221","1984-04-08","Toronto, ON","Wayne State","2","6","19","NULL",9,"post",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",58,"Week 12","12",16,"55","2005-09-08 19:00:00",0,0,"Final","BC","bc","10","13","20","18","0",1,"Ottawa","ott","3","3","7","14","0",8,"19013",0,1,"en"
109,"151364","Tristan","Black","51","13","0","6.02","221","1984-04-08","Toronto, ON","Wayne State","2","6","19","NULL",9,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",58,"Week 12","12",16,"55","2005-09-08 19:00:00",0,0,"Final","BC","bc","10","13","20","18","0",1,"Ottawa","ott","3","3","7","14","0",8,"19013",0,1,"en"
109,"151364","Tristan","Black","51","13","0","6.02","221","1984-04-08","Toronto, ON","Wayne State","2","6","19","NULL",9,"reg",10,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",58,"Week 12","12",16,"55","2005-09-08 19:00:00",0,0,"Final","BC","bc","10","13","20","18","0",1,"Ottawa","ott","3","3","7","14","0",8,"19013",0,1,"en"
109,"151364","Tristan","Black","51","13","0","6.02","221","1984-04-08","Toronto, ON","Wayne State","2","6","19","NULL",13,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",58,"Week 12","12",16,"55","2005-09-08 19:00:00",0,0,"Final","BC","bc","10","13","20","18","0",1,"Ottawa","ott","3","3","7","14","0",8,"19013",0,1,"en"
109,"151364","Tristan","Black","51","13","0","6.02","221","1984-04-08","Toronto, ON","Wayne State","2","6","19","NULL",13,"reg",7,0,0,0,0,0,0,0,"NULL","NULL","11","NULL",58,"Week 12","12",16,"55","2005-09-08 19:00:00",0,0,"Final","BC","bc","10","13","20","18","0",1,"Ottawa","ott","3","3","7","14","0",8,"19013",0,1,"en"
127,"160137","Lindsey","Witten","79","21","1","6.05","250","1988-04-28","Cleveland, OH","Connecticut","1","1","NULL","NULL",9,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",67,"Week 14","14",18,"64","2005-09-23 21:00:00",0,0,"Final","Toronto","tor","10","0","3","0","0",7,"Saskatchewan","ssk","0","11","3","10","0",4,"22779",0,1,"en"
209,"57397","Geroy","Simon","81","5","1","6.00","198","1975-09-11","Johnstown, PA","Maryland","2","16","15","NULL",9,"post",3,2,12,0,0,0,0,0,"NULL","NULL","NULL","NULL",96,"Week 1","01",5,"10","2006-06-16 22:30:00",0,0,"Final","Saskatchewan","ssk","0","10","3","15","0",4,"BC","bc","14","17","7","7","0",1,"27539",0,1,"en"
209,"57397","Geroy","Simon","81","5","1","6.00","198","1975-09-11","Johnstown, PA","Maryland","2","16","15","NULL",9,"reg",15,3,18,0,0,0,0,0,"1","1","NULL","NULL",96,"Week 1","01",5,"10","2006-06-16 22:30:00",0,0,"Final","Saskatchewan","ssk","0","10","3","15","0",4,"BC","bc","14","17","7","7","0",1,"27539",0,1,"en"
269,"63531","Kevin","Glenn","5","1","1","5.10","203","1979-06-12","Detroit, MI","Illinois State","4","14","3","NULL",9,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",129,"Week 9","09",13,"40","2006-08-11 21:30:00",0,0,"Final","Saskatchewan","ssk","7","3","5","3","0",4,"Edmonton","edm","3","8","7","6","0",3,"39599",0,1,"en"
269,"63531","Kevin","Glenn","5","1","1","5.10","203","1979-06-12","Detroit, MI","Illinois State","4","14","3","NULL",9,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",129,"Week 9","09",13,"40","2006-08-11 21:30:00",0,0,"Final","Saskatchewan","ssk","7","3","5","3","0",4,"Edmonton","edm","3","8","7","6","0",3,"39599",0,1,"en"
269,"63531","Kevin","Glenn","5","1","1","5.10","203","1979-06-12","Detroit, MI","Illinois State","4","14","3","NULL",9,"reg",14,0,0,0,0,0,0,0,"4","2","NULL","NULL",129,"Week 9","09",13,"40","2006-08-11 21:30:00",0,0,"Final","Saskatchewan","ssk","7","3","5","3","0",4,"Edmonton","edm","3","8","7","6","0",3,"39599",0,1,"en"
269,"63531","Kevin","Glenn","5","1","1","5.10","203","1979-06-12","Detroit, MI","Illinois State","4","14","3","NULL",13,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",129,"Week 9","09",13,"40","2006-08-11 21:30:00",0,0,"Final","Saskatchewan","ssk","7","3","5","3","0",4,"Edmonton","edm","3","8","7","6","0",3,"39599",0,1,"en"
269,"63531","Kevin","Glenn","5","1","1","5.10","203","1979-06-12","Detroit, MI","Illinois State","4","14","3","NULL",13,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",129,"Week 9","09",13,"40","2006-08-11 21:30:00",0,0,"Final","Saskatchewan","ssk","7","3","5","3","0",4,"Edmonton","edm","3","8","7","6","0",3,"39599",0,1,"en"
269,"63531","Kevin","Glenn","5","1","1","5.10","203","1979-06-12","Detroit, MI","Illinois State","4","14","3","NULL",13,"reg",17,1,6,0,0,0,0,0,"3","1","NULL","NULL",129,"Week 9","09",13,"40","2006-08-11 21:30:00",0,0,"Final","Saskatchewan","ssk","7","3","5","3","0",4,"Edmonton","edm","3","8","7","6","0",3,"39599",0,1,"en"
269,"63531","Kevin","Glenn","5","1","1","5.10","203","1979-06-12","Detroit, MI","Illinois State","4","14","3","NULL",14,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",129,"Week 9","09",13,"40","2006-08-11 21:30:00",0,0,"Final","Saskatchewan","ssk","7","3","5","3","0",4,"Edmonton","edm","3","8","7","6","0",3,"39599",0,1,"en"
269,"63531","Kevin","Glenn","5","1","1","5.10","203","1979-06-12","Detroit, MI","Illinois State","4","14","3","NULL",14,"reg",5,0,0,0,0,0,0,0,"1","NULL","NULL","NULL",129,"Week 9","09",13,"40","2006-08-11 21:30:00",0,0,"Final","Saskatchewan","ssk","7","3","5","3","0",4,"Edmonton","edm","3","8","7","6","0",3,"39599",0,1,"en"
343,"75613","Anwar","Stewart","0","21","1","6.04","255","1976-02-09","Panama, FL","Kentucky","11","13","15","NULL",9,"reg",3,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",171,"Week 19","19",23,"77","2006-10-21 22:00:00",0,0,"Final","Hamilton","ham","7","3","0","7","0",6,"BC","bc","3","0","20","0","0",1,"31294",0,1,"en"
349,"76155","Jeff","Johnson","33","2","0","5.10","216","1977-02-28","Toronto, ON","York","12","14","15","NULL",9,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",175,"Week 20","20",24,"80","2006-10-28 22:00:00",0,0,"Final","Winnipeg","wpg","0","7","0","9","0",5,"BC","bc","5","14","7","0","0",1,"33744",0,1,"en"
349,"76155","Jeff","Johnson","33","2","0","5.10","216","1977-02-28","Toronto, ON","York","12","14","15","NULL",9,"reg",4,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",175,"Week 20","20",24,"80","2006-10-28 22:00:00",0,0,"Final","Winnipeg","wpg","0","7","0","9","0",5,"BC","bc","5","14","7","0","0",1,"33744",0,1,"en"
381,"153762","Stanley","Bryant","66","9","1","6.05","311","1986-05-07","Goldsboro, NC","East Carolina","1","6","3","NULL",9,"reg",3,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",208,"Week 1","01",5,"11","2007-06-29 19:30:00",0,0,"Final","Saskatchewan","ssk","0","6","10","0","0",4,"Montreal","mtl","2","0","3","2","0",9,"20202",0,1,"en"
381,"153762","Stanley","Bryant","66","9","1","6.05","311","1986-05-07","Goldsboro, NC","East Carolina","1","6","3","NULL",13,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",208,"Week 1","01",5,"11","2007-06-29 19:30:00",0,0,"Final","Saskatchewan","ssk","0","6","10","0","0",4,"Montreal","mtl","2","0","3","2","0",9,"20202",0,1,"en"
383,"80458","Ricky","Ray","15","1","1","6.03","214","1979-10-22","Happy Camp, CA","Sacramento State","4","13","9","NULL",9,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",209,"Week 1","01",5,"12","2007-06-30 22:00:00",0,0,"Final","Hamilton","ham","3","3","3","0","0",6,"Calgary","cgy","7","10","7","13","0",2,"29103",0,1,"en"
383,"80458","Ricky","Ray","15","1","1","6.03","214","1979-10-22","Happy Camp, CA","Sacramento State","4","13","9","NULL",9,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",209,"Week 1","01",5,"12","2007-06-30 22:00:00",0,0,"Final","Hamilton","ham","3","3","3","0","0",6,"Calgary","cgy","7","10","7","13","0",2,"29103",0,1,"en"
383,"80458","Ricky","Ray","15","1","1","6.03","214","1979-10-22","Happy Camp, CA","Sacramento State","4","13","9","NULL",9,"reg",10,2,12,0,0,0,0,0,"3","1","NULL","NULL",209,"Week 1","01",5,"12","2007-06-30 22:00:00",0,0,"Final","Hamilton","ham","3","3","3","0","0",6,"Calgary","cgy","7","10","7","13","0",2,"29103",0,1,"en"
383,"80458","Ricky","Ray","15","1","1","6.03","214","1979-10-22","Happy Camp, CA","Sacramento State","4","13","9","NULL",13,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",209,"Week 1","01",5,"12","2007-06-30 22:00:00",0,0,"Final","Hamilton","ham","3","3","3","0","0",6,"Calgary","cgy","7","10","7","13","0",2,"29103",0,1,"en"
383,"80458","Ricky","Ray","15","1","1","6.03","214","1979-10-22","Happy Camp, CA","Sacramento State","4","13","9","NULL",13,"reg",17,1,6,0,0,0,0,0,"5","4","NULL","NULL",209,"Week 1","01",5,"12","2007-06-30 22:00:00",0,0,"Final","Hamilton","ham","3","3","3","0","0",6,"Calgary","cgy","7","10","7","13","0",2,"29103",0,1,"en"
395,"158170","Akeem","Foster","88","4","0","6.04","222","1987-03-20","Ajax, ON","St. Francis Xavier","2","6","3","NULL",9,"pre",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",216,"Week 3","03",7,"18","2007-07-13 19:00:00",0,0,"Final","Edmonton","edm","8","3","1","7","0",3,"Winnipeg","wpg","2","6","0","7","0",5,"29533",0,1,"en"
395,"158170","Akeem","Foster","88","4","0","6.04","222","1987-03-20","Ajax, ON","St. Francis Xavier","2","6","3","NULL",9,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",216,"Week 3","03",7,"18","2007-07-13 19:00:00",0,0,"Final","Edmonton","edm","8","3","1","7","0",3,"Winnipeg","wpg","2","6","0","7","0",5,"29533",0,1,"en"
395,"158170","Akeem","Foster","88","4","0","6.04","222","1987-03-20","Ajax, ON","St. Francis Xavier","2","6","3","NULL",9,"reg",3,0,0,0,0,0,0,0,"1","1","NULL","NULL",216,"Week 3","03",7,"18","2007-07-13 19:00:00",0,0,"Final","Edmonton","edm","8","3","1","7","0",3,"Winnipeg","wpg","2","6","0","7","0",5,"29533",0,1,"en"
395,"158170","Akeem","Foster","88","4","0","6.04","222","1987-03-20","Ajax, ON","St. Francis Xavier","2","6","3","NULL",13,"reg",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",216,"Week 3","03",7,"18","2007-07-13 19:00:00",0,0,"Final","Edmonton","edm","8","3","1","7","0",3,"Winnipeg","wpg","2","6","0","7","0",5,"29533",0,1,"en"
401,"81855","Randy","Chevrier","56","20","0","6.02","251","1976-06-06","Montreal, QC","McGill","11","13","3","NULL",9,"reg",7,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",219,"Week 4","04",8,"21","2007-07-19 19:30:00",0,0,"Final","Winnipeg","wpg","0","5","1","14","0",5,"Montreal","mtl","6","3","3","6","0",9,"20202",0,1,"en"
401,"81855","Randy","Chevrier","56","20","0","6.02","251","1976-06-06","Montreal, QC","McGill","11","13","3","NULL",13,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",219,"Week 4","04",8,"21","2007-07-19 19:30:00",0,0,"Final","Winnipeg","wpg","0","5","1","14","0",5,"Montreal","mtl","6","3","3","6","0",9,"20202",0,1,"en"
401,"81855","Randy","Chevrier","56","20","0","6.02","251","1976-06-06","Montreal, QC","McGill","11","13","3","NULL",14,"reg",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",219,"Week 4","04",8,"21","2007-07-19 19:30:00",0,0,"Final","Winnipeg","wpg","0","5","1","14","0",5,"Montreal","mtl","6","3","3","6","0",9,"20202",0,1,"en"
427,"158145","Cory","Greenwood","27","13","0","6.02","237","1985-06-05","Kingston, ON","Concordia","2","2","3","NULL",13,"reg",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",232,"Week 7","07",11,"34","2007-08-10 19:30:00",0,0,"Final","Saskatchewan","ssk","7","10","0","7","0",4,"Toronto","tor","3","7","3","0","0",7,"34234",0,1,"en"
427,"158145","Cory","Greenwood","27","13","0","6.02","237","1985-06-05","Kingston, ON","Concordia","2","2","3","NULL",14,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",232,"Week 7","07",11,"34","2007-08-10 19:30:00",0,0,"Final","Saskatchewan","ssk","7","10","0","7","0",4,"Toronto","tor","3","7","3","0","0",7,"34234",0,1,"en"
427,"158145","Cory","Greenwood","27","13","0","6.02","237","1985-06-05","Kingston, ON","Concordia","2","2","3","NULL",14,"reg",4,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",232,"Week 7","07",11,"34","2007-08-10 19:30:00",0,0,"Final","Saskatchewan","ssk","7","10","0","7","0",4,"Toronto","tor","3","7","3","0","0",7,"34234",0,1,"en"
485,"92334","Chris","Cvetkovic","50","20","0","6.02","241","1977-06-28","Hamilton, ON","Concordia","11","12","3","NULL",9,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",261,"Week 15","15",19,"63","2007-10-08 13:00:00",0,0,"Final","Hamilton","ham","3","10","6","0","0",6,"Montreal","mtl","14","8","2","3","0",9,"20202",0,1,"en"
501,"92896","Burke","Dales","30","17","0","6.03","225","1977-02-16","Collingwood, ON","Concordia","1","9","NULL","NULL",9,"post",1,0,2,0,2,2,0,0,"1","NULL","NULL","NULL",269,"Week 17","17",21,"71","2007-10-20 22:00:00",0,0,"Final","Edmonton","edm","8","10","6","2","0",3,"BC","bc","10","7","14","6","0",1,"37011",0,1,"en"
501,"92896","Burke","Dales","30","17","0","6.03","225","1977-02-16","Collingwood, ON","Concordia","1","9","NULL","NULL",9,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",269,"Week 17","17",21,"71","2007-10-20 22:00:00",0,0,"Final","Edmonton","edm","8","10","6","2","0",3,"BC","bc","10","7","14","6","0",1,"37011",0,1,"en"
571,"99326","Jamel","Richardson","14","4","1","6.03","215","1982-01-22","Syracuse, NY","Victor Valley College","5","11","3","NULL",9,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",314,"Week 4","04",8,"21","2008-07-17 21:00:00",0,0,"Final","Hamilton","ham","2","7","7","0","0",6,"Calgary","cgy","10","17","15","1","0",2,"31116",0,1,"en"
571,"99326","Jamel","Richardson","14","4","1","6.03","215","1982-01-22","Syracuse, NY","Victor Valley College","5","11","3","NULL",9,"reg",5,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",314,"Week 4","04",8,"21","2008-07-17 21:00:00",0,0,"Final","Hamilton","ham","2","7","7","0","0",6,"Calgary","cgy","10","17","15","1","0",2,"31116",0,1,"en"
571,"99326","Jamel","Richardson","14","4","1","6.03","215","1982-01-22","Syracuse, NY","Victor Valley College","5","11","3","NULL",14,"pre",1,0,0,0,0,0,0,0,"1","NULL","NULL","NULL",314,"Week 4","04",8,"21","2008-07-17 21:00:00",0,0,"Final","Hamilton","ham","2","7","7","0","0",6,"Calgary","cgy","10","17","15","1","0",2,"31116",0,1,"en"
571,"99326","Jamel","Richardson","14","4","1","6.03","215","1982-01-22","Syracuse, NY","Victor Valley College","5","11","3","NULL",14,"reg",5,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",314,"Week 4","04",8,"21","2008-07-17 21:00:00",0,0,"Final","Hamilton","ham","2","7","7","0","0",6,"Calgary","cgy","10","17","15","1","0",2,"31116",0,1,"en"
603,"102669","Paris","Jackson","19","4","0","6.03","215","1980-07-24","Vancouver, BC","Utah","2","13","3","NULL",9,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",330,"Week 8","08",12,"37","2008-08-14 20:00:00",0,0,"Final","Hamilton","ham","7","7","7","3","0",6,"Winnipeg","wpg","7","11","7","12","0",5,"25484",0,1,"en"
603,"102669","Paris","Jackson","19","4","0","6.03","215","1980-07-24","Vancouver, BC","Utah","2","13","3","NULL",9,"reg",7,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",330,"Week 8","08",12,"37","2008-08-14 20:00:00",0,0,"Final","Hamilton","ham","7","7","7","3","0",6,"Winnipeg","wpg","7","11","7","12","0",5,"25484",0,1,"en"
603,"102669","Paris","Jackson","19","4","0","6.03","215","1980-07-24","Vancouver, BC","Utah","2","13","3","NULL",13,"post",1,1,6,0,0,0,0,0,"NULL","NULL","NULL","NULL",330,"Week 8","08",12,"37","2008-08-14 20:00:00",0,0,"Final","Hamilton","ham","7","7","7","3","0",6,"Winnipeg","wpg","7","11","7","12","0",5,"25484",0,1,"en"
603,"102669","Paris","Jackson","19","4","0","6.03","215","1980-07-24","Vancouver, BC","Utah","2","13","3","NULL",13,"pre",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",330,"Week 8","08",12,"37","2008-08-14 20:00:00",0,0,"Final","Hamilton","ham","7","7","7","3","0",6,"Winnipeg","wpg","7","11","7","12","0",5,"25484",0,1,"en"
603,"102669","Paris","Jackson","19","4","0","6.03","215","1980-07-24","Vancouver, BC","Utah","2","13","3","NULL",13,"reg",2,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",330,"Week 8","08",12,"37","2008-08-14 20:00:00",0,0,"Final","Hamilton","ham","7","7","7","3","0",6,"Winnipeg","wpg","7","11","7","12","0",5,"25484",0,1,"en"
603,"102669","Paris","Jackson","19","4","0","6.03","215","1980-07-24","Vancouver, BC","Utah","2","13","3","NULL",13,"reg",3,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",330,"Week 8","08",12,"37","2008-08-14 20:00:00",0,0,"Final","Hamilton","ham","7","7","7","3","0",6,"Winnipeg","wpg","7","11","7","12","0",5,"25484",0,1,"en"
617,"102682","Patrick","Kabongo","68","7","0","6.06","360","1979-06-27","Kinshasa, Zaire","Nebraska","3","11","4","NULL",9,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",337,"Week 10","10",14,"44","2008-09-01 19:30:00",0,0,"Final","Toronto","tor","10","11","3","10","0",7,"Hamilton","ham","7","9","10","5","0",6,"25911",0,1,"en"
619,"102686","Mike","McCullough","45","13","0","6.02","222","1980-03-17","Kingston, ON","St. Francis Xavier","12","12","15","NULL",9,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",338,"Week 11","11",15,"45","2008-09-05 21:00:00",0,0,"Final","Calgary","cgy","10","4","7","17","0",2,"Edmonton","edm","7","7","6","13","0",3,"46014",0,1,"en"
619,"102686","Mike","McCullough","45","13","0","6.02","222","1980-03-17","Kingston, ON","St. Francis Xavier","12","12","15","NULL",9,"reg",9,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",338,"Week 11","11",15,"45","2008-09-05 21:00:00",0,0,"Final","Calgary","cgy","10","4","7","17","0",2,"Edmonton","edm","7","7","6","13","0",3,"46014",0,1,"en"
631,"102699","Marc","Parenteau","57","9","0","6.05","302","1980-12-04","Sherbrooke, QC","Boston College","3","9","15","NULL",9,"reg",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",344,"Week 12","12",16,"51","2008-09-13 19:00:00",0,0,"Final","Hamilton","ham","10","7","3","13","0",6,"Edmonton","edm","7","14","7","10","0",3,"37500",0,1,"en"
639,"102713","Dave","Stala","88","4","0","6.02","198","1979-10-25","Myslenice, Poland","Saint Mary's","1","13","3","NULL",9,"post",1,0,0,0,0,0,0,0,"NULL","NULL","NULL","NULL",348,"Week 13","13",17,"55","2008-09-20 21:30:00",0,0,"Final","BC","bc","6","10","8","3","0",1,"Saskatchewan","ssk","2","7","7","5","0",4,"30945",0,1,"en"
